Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_warning,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
51093,7348,12396,31940,92760,10224,17522,14635,2886,63,5,6,3,2,16,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,2,0,1774,3815,3364,859,5269,15081,188,Trojan,styricka
53950,5852,11160,34776,97544,10000,18431,14464,3966,88,5,5,2,2,16,28,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,23,23,11,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,19870,60,7930,84,4,0,2763,9120,1736,3208,918,17745,188,Trojan,gappusin
81480,4556,10564,67900,102536,4716,27479,22026,5452,103,2,8,2,5,31,33,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,80,5,0,5,2,0,0,0,2,78,11,11,2,0,0,5,8,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,152,96,2,4,0,0,0,0,0,0,4,0,1,2612,20,15790,22,9,1,2990,1483,3073,643,2092,10281,189,Trojan,mytrackp
89362,18112,10492,58732,97744,22784,39193,33957,5235,304,6,6,3,4,41,36,26,47,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,0,1,24937,27,1927,28,4,0,3340,1479,627,2437,4582,12465,191,Trojan,styricka
72327,3824,10672,56648,92460,7776,22368,17938,4429,204,10,6,3,2,16,39,6,24,0,0,0,0,74,28,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,2,51,51,54,52,67,51,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2128,12,4494,13,4,0,3188,597,2893,3113,1527,11318,186,Trojan,autoins
43120,5836,12504,28200,83860,5852,15641,13348,2292,8,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,8,400,4,453,5,4,0,5394,3639,1223,2514,1513,14283,187,Trojan,smsagent
66269,3504,10904,46928,79904,12116,30267,22604,7662,211,6,10,6,2,24,34,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,18,1,8,0,0,10,32,1,2,0,0,2,1,0,0,0,0,1,2,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,49855,57,4040,48,3,1,1587,2199,2896,694,2401,9777,189,Trojan,wkload
65963,3624,10636,52112,85916,6548,21677,16553,5123,123,4,6,3,2,19,43,6,24,0,0,0,0,65,23,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,42,42,47,45,56,46,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2127,12,4624,15,4,0,539,2466,3162,1522,2851,10540,186,Trojan,autoins
39200,2996,12372,28236,95656,3112,10148,7475,2672,16,1,4,1,2,11,27,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,30,0,20,16789,98,11240,119,3,0,1698,3048,8310,1112,5391,19559,189,Trojan,mseg
81443,23768,11768,48576,78708,25100,20984,17378,3605,66,6,7,3,4,31,38,10,38,3,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,21,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,3,0,1985,1797,1604,2089,773,8248,188,Trojan,smsagent
80027,13620,8416,46696,60844,18260,42540,30096,12443,51,5,6,3,2,25,36,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,1434,10,822,12,4,0,3250,764,2731,1923,1522,10190,189,Trojan,autosms
117573,38044,10572,60284,106236,43616,43316,37505,5810,186,5,5,2,4,45,42,66,63,2,0,8,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,14,0,3,7403,27,2687,33,4,0,2936,865,1693,6128,4838,16460,192,Trojan,<unknown>
77026,5244,10580,63112,87768,5452,27648,21821,5826,132,4,7,2,5,35,33,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,70,4,0,4,2,0,0,0,2,68,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,132,86,1,2,0,0,0,0,0,0,4,0,1,2612,20,15784,22,10,1,625,1505,2903,1822,3651,10506,185,Trojan,mytrackp
41986,4372,12232,29428,85436,4380,11242,7554,3687,48,5,6,2,2,9,29,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,4,0,2666,2138,1637,774,2614,9829,190,Trojan,smsagent
66833,3908,10720,51412,84248,7672,23802,19057,4744,248,5,13,10,2,16,32,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,54,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,1,0,0,600,10,4,0,2824,2162,1529,1050,3175,10740,188,Trojan,hypay
98563,38268,11676,47980,88296,39820,19089,15949,3139,14,1,8,1,4,38,36,10,40,3,0,1,0,213,103,11,0,0,0,0,0,0,4,1,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,94,106,21,0,0,0,9,133,13,4,8,1,0,0,6,0,0,0,0,0,6,0,0,0,0,12,0,8,8,24,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,36,0,4,9232,66,15186,113,6,3,1573,2005,2920,2668,1077,10243,186,Trojan,lotoor
59958,2072,10656,47340,90984,4960,21986,17952,4033,209,6,9,3,2,31,38,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,7,0,15,18,0,18,7,0,6,6,2,8,0,0,7,0,0,7,0,8,16,8,2,3,3,2,2,10,8,6,1,0,0,1,0,0,0,0,0,0,0,0,6,2,11,0,0,0,20,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,10,0,1,684,11,10299,157,5,3,3236,1588,2471,601,2115,10011,188,Trojan,hyspu
78559,5508,10596,63516,98984,5700,27349,21433,5915,112,2,7,2,5,38,33,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,73,4,0,4,2,0,0,0,2,71,8,8,2,0,0,3,6,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,138,89,1,2,0,0,0,0,0,0,4,0,1,2612,20,15792,23,10,1,3145,2677,1704,1508,534,9568,187,Trojan,mytrackp
61370,8068,10188,43324,73440,10232,23583,21271,2311,28,1,9,4,2,13,34,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,3,1,1891,2110,1026,2900,1494,9421,188,Trojan,boogr
41222,6556,12480,28064,80196,6568,15656,13358,2297,8,1,5,1,2,8,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,12,534,4,461,5,4,0,2521,1513,1217,6715,3891,15857,184,Trojan,smsagent
56211,11852,9272,25056,84632,15932,15472,12972,2499,16,1,4,1,2,9,29,6,24,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,0,14,0,0,149,77,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,4,0,0,8,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,17,0,4,279395,358,28749,334,4,0,3034,2167,2738,1515,1022,10476,189,Trojan,autosms
39413,604,10352,34716,65792,608,8125,6107,2017,0,0,5,0,2,5,25,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,7,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,4,0,1,0,0,360,6,4,1,2186,2302,2034,854,1500,8876,188,Trojan,<unknown>
49291,6812,11108,35424,79552,6828,22455,19450,3004,20,2,6,2,2,11,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,534,4,453,5,4,0,3162,1510,2859,858,2149,10538,187,Trojan,smsagent
71727,6292,11004,56524,95764,6348,23773,18903,4869,150,2,5,2,2,15,33,8,32,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,0,123,26,0,52,2,0,17,17,105,122,0,0,2,0,8,8,0,15,30,9,10,16,16,134,67,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,7,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,2,68810,162,19378,197,5,0,1689,792,2386,3151,3918,11936,193,Trojan,smsagent
65625,6688,11140,44796,96588,10684,23227,16838,6388,90,6,8,4,2,28,32,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,8,0,70,140,1,18,0,0,84,260,15,30,0,0,30,15,0,0,0,0,15,30,15,30,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,8,49855,57,4082,49,3,1,1152,3817,3510,1890,2618,12987,189,Trojan,wkload
37914,4260,10648,28872,66488,4268,7927,4896,3030,0,0,2,0,2,2,23,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,19,0,0,0,0,3,0,1500,1375,2148,3014,2656,10693,196,Trojan,rootnik
31937,3840,12868,23288,72200,3852,8914,4784,4129,0,0,1,0,2,2,23,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2751,3809,2960,1549,1474,12543,186,Trojan,mobtes
45067,6492,12328,27760,79684,9712,15259,12345,2913,9,1,4,1,2,8,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,6045,60,5640,78,3,0,1482,4166,1243,11834,2950,21675,188,Trojan,boogr
107749,15436,8532,56812,108644,20208,34986,29342,5643,67,3,7,4,4,32,37,9,36,3,0,2,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,8,0,0,306,154,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,9,0,1,742243,873,84860,738,4,0,1898,2957,971,1512,1807,9145,189,Trojan,autosms
39143,4928,12284,26744,87984,4944,13150,9958,3191,28,1,5,1,2,8,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,3,0,3203,947,2074,1659,8235,16118,187,Trojan,mseg
51385,6944,11056,34988,91772,7108,18161,13540,4620,18,1,6,2,2,13,30,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,4,0,18,0,0,0,9,0,0,0,9,9,0,0,9,0,0,4,0,0,0,8,20,0,0,0,0,19,38,38,0,0,0,16,0,0,0,0,38,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,4,4,0,0,0,0,4,1,4589,1558,2790,663,1976,11576,186,Trojan,ginmaster
32648,2040,12880,24480,76668,2044,7926,4800,3125,0,0,4,0,2,2,22,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,3,0,1620,3021,1555,4707,5095,15998,188,Trojan,mobtes
84495,4720,10576,70880,99600,4844,30114,22662,7451,170,2,9,3,5,32,34,22,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,82,5,0,5,2,0,0,0,2,80,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,156,100,2,4,0,0,0,0,0,0,5,0,1,3918,30,24036,41,10,1,2912,3424,584,1510,1735,10165,190,Trojan,mytrackp
84294,4612,10488,71848,89300,4700,30057,22807,7249,161,2,9,3,5,31,34,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,82,5,0,5,2,0,0,0,2,80,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,156,100,2,4,0,0,0,0,0,0,5,0,1,3958,31,23788,34,10,1,1958,3519,711,2915,1514,10617,185,Trojan,mytrackp
42183,5632,12216,29120,81860,5648,11079,7457,3621,11,2,5,1,3,8,27,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,16,0,16,14,0,13,13,0,13,1,1,14,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,9,1569,4,634,5,4,0,1008,2530,7318,1657,4003,16516,190,Trojan,iconosys
68966,4396,10724,53908,92140,8048,21898,17609,4288,196,7,6,3,2,17,35,6,24,0,0,0,0,70,26,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,2,47,47,52,50,63,47,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2050,12,4473,12,4,0,716,3048,3144,1517,3416,11841,187,Trojan,autoins
65437,19036,8292,31280,67932,19976,20737,16835,3901,76,6,5,2,2,19,33,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,4,0,1,1434,10,822,12,3,0,1519,3620,2303,713,2503,10658,188,Trojan,autosms
68307,4212,10692,54196,79676,6844,21868,16894,4973,123,4,6,3,2,17,33,6,24,0,0,0,0,83,32,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,60,60,56,54,74,55,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2128,12,4846,18,4,0,3376,3266,2884,565,1518,11609,184,Trojan,autoins
76005,4048,10588,63612,102532,4192,27245,20616,6628,154,2,9,3,5,39,35,16,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,64,5,0,5,2,0,0,0,2,62,8,8,2,0,0,4,8,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,80,2,1,0,0,0,0,0,0,5,0,1,3998,32,23988,35,11,2,3120,2110,3178,1520,803,10731,188,Trojan,mytrackp
49421,7076,9476,22488,85404,8816,13301,10843,2457,20,2,5,2,2,9,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,12,8688,62,5463,79,4,0,4460,1512,7491,3099,1009,17571,188,Trojan,autosms
93509,4592,10708,77052,84960,8572,25566,19723,5842,233,7,6,3,2,24,36,8,32,0,0,0,0,109,45,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,28,0,0,0,10,0,0,0,18,18,0,0,10,0,0,0,0,0,0,0,0,94,94,110,98,112,76,0,0,6,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,1,2127,12,4666,15,4,0,3864,1519,2946,3193,720,12242,188,Trojan,<unknown>
71338,5420,10624,58120,84308,5568,26755,20663,6091,131,6,7,2,5,29,35,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,41,3,0,3,2,0,0,0,2,39,6,6,2,0,0,3,6,3,6,8,0,0,0,4,4,3,0,4,2,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74,57,1,1,0,0,0,0,0,0,4,0,1,819,10,1644,17,11,1,1499,455,2561,2855,1769,9139,187,Trojan,<unknown>
